Data,Abertura,Max,Min,Fechamento,MME9,MME21,BB20 Superior,BB20 Inferior,VWAP M,RSI9,Volume Financeiro,MMA9 VF
2025-04-11,5850.5,5936,5833,5882.5,5860.72,5830.54,5976.64,5604.5,5864.59,54.52,80.84,94.47
2025-04-10,5879.5,5974.5,5842.5,5899,5855.27,5825.34,5967.5,5604.94,5861.96,56.07,86.92,95.84
2025-04-09,6047,6117.5,5836.5,5842.5,5844.34,5817.97,5960.57,5607.31,5854.31,51.91,131.65,94.45
2025-04-08,5900,6042,5883.5,6037,5844.8,5815.52,5962.48,5606.94,5818.53,73.07,94.18,87.46
2025-04-07,5900,5959.5,5840.5,5940,5796.75,5793.37,5916.77,5635.28,5787.08,67.14,117.05,85.35
2025-04-04,5723.5,5883.5,5723,5883.5,5760.94,5778.71,5909.27,5639.99,5743.85,62.9,136.89,82.79
2025-04-03,5654,5671.5,5619.5,5661.5,5730.3,5768.23,5901.95,5643.39,5692.02,32.52,74.17,74.61
2025-04-02,5707,5742,5675,5719.5,5747.5,5778.91,5901.31,5660.35,5721.34,40.15,74.01,73.18
2025-04-01,5746,5762,5702.5,5711.5,5754.5,5784.85,5902.21,5667.5,5728.43,38.38,54.48,72.65
2025-03-31,5797,5816.5,5730,5734,5765.25,5792.18,5926.83,5665.81,5790.84,41.45,93.24,73.70
2025-03-28,5779.95,5814.13,5778.44,5790,5773.06,5798,5940.77,5669.24,5792.2,50.37,74.38,70.99
2025-03-27,5761.85,5805.58,5756.33,5774.42,5768.83,5798.8,5948.78,5670.15,5791.96,47.58,68.71,70.46
2025-03-26,5735.72,5782.46,5728.68,5771.91,5767.43,5801.24,5949.92,5673.12,5792.65,47.16,75.23,72.12
2025-03-25,5791.51,5791.51,5713.6,5736.72,5766.31,5804.17,5953.18,5677.3,5794.63,41.21,93.98,70.46
2025-03-24,5752.3,5811.11,5741.25,5799.05,5773.71,5810.91,5952.23,5685.87,5799.94,50.08,63.30,67.10
2025-03-21,5729.69,5776.93,5722.15,5763.36,5767.37,5812.1,5952.09,5684.61,5801.25,43.94,61.29,67.96
2025-03-20,5702.55,5724.66,5689.48,5718.13,5768.37,5816.97,5951.91,5688.74,5804.35,34.92,69.20,68.44
2025-03-19,5725.67,5736.22,5675.41,5692.49,5780.93,5826.86,5948.16,5697.91,5813.18,29.18,63.93,69.20
2025-03-18,5750.29,5760.35,5701.04,5719.13,5803.04,5840.3,5939.05,5717.44,5823.61,31.77,68.89,70.84
2025-03-17,5788.99,5789.5,5713.1,5735.22,5824.02,5852.41,5932.49,5731.05,5834.62,33.36,69.62,69.57
2025-03-14,5842.27,5842.77,5761.85,5795.53,5846.22,5864.13,5928.18,5746.88,5846.11,40.03,83.63,72.90
2025-03-13,5879.46,5888.01,5843.28,5853.33,5858.9,5870.99,5929.63,5751.73,5856.03,48.25,60.30,71.77
2025-03-12,5868.41,5900.07,5838.75,5857.85,5860.29,5872.76,5930.25,5751.83,5854.89,48.95,63.74,75.96
2025-03-11,5896.05,5903.59,5858.35,5863.38,5860.9,5874.25,5933.44,5751.38,5852.16,49.73,71.04,77.04
2025-03-10,5847.8,5929.22,5828.7,5912.13,5860.28,5875.34,5939.1,5749.84,5843.71,56.85,65.59,76.88
2025-03-07,5823.17,5857.85,5810.61,5844.28,5847.32,5871.66,5931.64,5752.09,5833.5,47.56,76.02,77.25
2025-03-06,5812.11,5840.76,5792.01,5824.68,5848.08,5874.39,5937.12,5751.68,5831.67,44.49,78.77,75.40
2025-03-05,5890.52,5908.61,5799.05,5800.05,5853.93,5879.36,5938.25,5753.53,5853.08,40.6,57.40,74.36
2025-02-28,5899.07,5981.49,5886,5940.78,5867.4,5887.3,5945.46,5757.43,5855.77,62.99,99.66,75.42
2025-02-27,5893.43,5916.22,5871.66,5907.61,5849.05,5881.95,5947.9,5755.97,5850.1,58.16,73.40,68.61
2025-02-26,5813.93,5904.57,5807.86,5879.25,5834.41,5879.38,5963.99,5747.02,5847.35,53.55,98.03,69.32
2025-02-25,5842.8,5890.39,5814.44,5815.45,5823.2,5879.39,5976.06,5742.64,5846.58,40.41,73.45,66.63
2025-02-24,5798.24,5863.05,5784.57,5846.34,5825.14,5885.79,5989.2,5743.92,5846.45,46.01,69.56,67.97
2025-02-21,5788.11,5815.96,5772.92,5812.92,5819.84,5889.73,6009.79,5738.84,5848.75,37.71,68.93,66.71
2025-02-20,5788.62,5797.73,5766.84,5785.07,5821.56,5897.41,6030.82,5738.43,5853.01,29.71,59.45,64.57
2025-02-19,5791.65,5813.93,5763.3,5802.79,5830.69,5908.65,6049.95,5744.39,5857.84,32.04,69.35,67.49
2025-02-18,5794.69,5807.35,5757.73,5772.41,5837.66,5919.23,6070.57,5748.92,5863.51,22.83,66.99,67.84
2025-02-17,5799.25,5807.35,5780.52,5796.72,5853.97,5933.91,6105.23,5751.04,5870.99,25.26,38.30,67.29
2025-02-14,5851.91,5856.47,5777.48,5789.63,5868.29,5947.63,6134.07,5756.45,5875.16,23.13,79.84,70.57
2025-02-13,5854.44,5887.86,5844.32,5850.39,5887.95,5963.43,6168.64,5762.08,5883.75,29.54,73.83,71.12
2025-02-12,5861.02,5878.24,5833.18,5858.49,5897.34,5974.74,6196.18,5766.62,5886.37,30.54,85.48,72.80
2025-02-11,5890.9,5899.51,5849.38,5860.52,5907.05,5986.36,6212.56,5778.11,5892.08,30.77,58.22,72.02
2025-02-10,5899.51,5919.76,5857.99,5885.33,5918.69,5998.95,6234.89,5788.43,5895.54,33.55,49.69,73.87
2025-02-07,5870.65,5911.15,5831.15,5904.57,5927.02,6010.31,6262.21,5795.04,5897.32,35.77,85.70,74.67
2025-02-06,5902.04,5924.32,5846.85,5860.01,5932.64,6020.88,6287.51,5802.61,5905.81,25.62,72.56,71.64
2025-02-05,5860.52,5917.74,5848.37,5894.95,5950.79,6036.97,6291.96,5828.32,5914.29,28.79,61.95,71.00
2025-02-04,5899,5928.88,5850.39,5854.44,5964.76,6051.17,6308.14,5846.29,5923.76,18.39,67.82,72.92
2025-02-03,5985.08,6009.89,5896.98,5911.15,5992.33,6070.84,6312.94,5879.58,5953.64,22.48,84.78,75.90
2025-01-31,5974.45,5980.52,5916.72,5950.65,6012.63,6086.81,6321.66,5904.44,6132.38,26.06,89.01,73.72
2025-01-30,5965.27,6056.82,5950.02,5979.01,6028.12,6100.43,6345.1,5918.12,6144.47,29.02,78.47,68.83
2025-01-29,5966.8,5992.23,5945.44,5956.12,6040.4,6112.57,6360.22,5934.63,6153.45,22.73,74.81,66.96
2025-01-28,6016.64,6026.3,5959.68,5959.68,6061.47,6128.22,6370.27,5960.08,6164.42,23.01,56.91,68.13
2025-01-27,6055.29,6063.94,5999.86,6001.38,6086.92,6145.07,6379.77,5988.58,6172.82,26.42,58.42,69.97
2025-01-24,6011.55,6034.44,5975.44,6019.18,6108.31,6159.44,6387.18,6014.11,6180.13,28,66.80,71.34
2025-01-23,6055.29,6083.27,5984.09,6035.97,6130.59,6173.46,6394.34,6039.76,6191.12,29.47,79.25,70.17
2025-01-22,6129.04,6133.62,6027.32,6054.28,6154.24,6187.21,6383.97,6070.52,6203.1,31.05,94.69,69.13
2025-01-21,6172.27,6183.97,6132.6,6140.23,6179.23,6200.51,6378.1,6101.39,6216.86,40.02,65.08,64.95
2025-01-20,6183.46,6205.33,6139.21,6139.21,6188.98,6206.54,6399.51,6105.85,6221.4,39.83,45.06,65.28
2025-01-17,6165.15,6209.4,6145.31,6191.6,6201.43,6213.27,6395.63,6120.98,6224.25,46.29,61.61,67.73
2025-01-16,6143.28,6190.58,6114.29,6171.25,6203.89,6215.43,6398.59,6128.82,6228.23,43.1,85.38,68.81
2025-01-15,6169.22,6191.6,6124.97,6137.18,6212.04,6219.85,6397.4,6131.55,6237.28,37.6,73.41,67.27
2025-01-14,6216.52,6217.03,6164.13,6187.02,6230.76,6228.12,6399.57,6127.95,6247.03,43.01,70.79,67.86
2025-01-13,6254.15,6264.33,6202.28,6224.65,6241.7,6232.23,6409.22,6109.82,6255.45,47.61,56.28,71.85
2025-01-10,6172.27,6254.15,6159.56,6233.3,6245.96,6232.99,6409.63,6106.53,6258.27,48.67,69.91,73.86
2025-01-09,6236.35,6252.63,6161.08,6161.59,6249.12,6232.96,6409.62,6106.48,6264.55,38.56,57.06,77.42
2025-01-08,6258.73,6287.72,6232.79,6236.35,6271,6240.09,6407.35,6116.88,6273.51,47.17,68.06,81.58
2025-01-07,6246.02,6251.61,6185.49,6235.34,6279.66,6240.47,6410.97,6104.41,6276.57,47.03,67.05,88.59
2025-01-06,6278.57,6289.25,6226.69,6247.03,6290.75,6240.98,6410.98,6100.97,6295.42,48.37,71.34,104.61
2025-01-03,6286.19,6339.09,6272.97,6321.8,6301.67,6240.38,6410.52,6096.66,6316.54,57.7,71.57,110.93
2025-01-02,6318.74,6368.08,6284.67,6295.35,6296.64,6232.23,6402.81,6093.98,6323.48,54.97,78.71,119.57
2024-12-30,6346.72,6384.86,6293.31,6311.12,6296.97,6225.92,6400.46,6080.66,6246.45,56.91,106.64,120.94
2024-12-27,6334.48,6360.06,6314.02,6339.6,6293.43,6217.4,6392.58,6075.22,6241.73,60.35,74.42,119.53
2024-12-26,6306.86,6344.71,6291.52,6330.9,6281.89,6205.18,6380.75,6065.7,6237.64,59.69,101.89,125.06
2024-12-23,6265.43,6347.78,6253.67,6347.27,6269.64,6192.61,6388.61,6022.24,6232.84,61.4,94.49,125.39
2024-12-20,6249.07,6261.34,6190.76,6239.86,6250.23,6177.15,6385.28,5987.43,6227.96,53.65,131.22,124.10
2024-12-19,6396.37,6453.14,6252.14,6304.31,6252.82,6170.88,6390.78,5955.17,6228.27,60.08,211.17,116.35
2024-12-18,6243.95,6467.97,6240.37,6398.93,6239.95,6157.53,6380.73,5933.26,6211.19,71.21,128.28,101.80
2024-12-17,6286.92,6360.06,6206.62,6251.62,6200.2,6133.39,6347.2,5921.31,6196.89,61.29,149.32,96.96
2024-12-16,6214.29,6300.73,6171.32,6299.7,6187.35,6121.57,6343.18,5891.86,6183.08,68.1,91.04,89.61
2024-12-13,6136.55,6224.52,6118.13,6186.67,6159.26,6103.76,6320.58,5879.56,6179.4,58.44,93.92,87.32
2024-12-12,6039.88,6197.92,6011.75,6122.74,6152.41,6095.47,6312.43,5867.01,6179.2,50.98,124.23,86.33
2024-12-11,6221.96,6222.98,6084.89,6102.28,6159.83,6092.74,6313.71,5845.24,6193.31,48.35,104.84,87.41
2024-12-10,6193.83,6222.47,6167.74,6195.88,6174.21,6091.78,6312.97,5829.81,6199.67,61.89,82.87,84.91
2024-12-09,6232.19,6243.44,6189.23,6232.7,6168.8,6081.38,6301.01,5813.66,6199.4,68.61,61.44,88.04
2024-12-06,6171.32,6249.58,6136.03,6242.93,6152.82,6066.24,6281.99,5796.37,6196.44,70.5,80.25,88.51
2024-12-05,6185.65,6190.76,6112.51,6147.8,6130.29,6048.57,6253.8,5788.97,6195.44,61.8,84.74,89.42
2024-12-04,6213.26,6228.61,6174.39,6200.99,6125.92,6038.65,6238.62,5782.14,6214.02,72.42,83.15,88.99
2024-12-03,6209.68,6253.16,6188.2,6199.46,6107.15,6022.42,6210,5787.38,6219.85,72.29,70.46,88.25
2024-12-02,6152.91,6251.62,6152.4,6217.87,6084.07,6004.72,6184.12,5799.04,6218.31,75.88,85.04,88.28
2024-11-29,6158.03,6278.22,6114.55,6138.59,6050.63,5983.4,6141.43,5817.03,5986.08,70.23,133.94,86.67
2024-11-28,6143.54,6196.99,6113.73,6177.97,6028.63,5967.88,6114.75,5824.22,5966.98,78.32,82.30,79.68
2024-11-27,5967.76,6130.69,5964.67,6126.06,5991.3,5946.87,6067.21,5848.01,5955.79,74.94,111.02,81.24
2024-11-26,5977.52,5997.05,5944.63,5974.95,5957.61,5928.95,6027.66,5863.89,5948.66,57.97,65.66,77.40
2024-11-25,5951.83,5986.26,5940,5965.7,5953.27,5924.35,6025.67,5857.44,5947.56,56.37,88.49,75.46
2024-11-22,5991.4,6000.14,5956.45,5972.38,5950.17,5920.22,6028.36,5842.91,5946.03,57.78,80.90,72.54
2024-11-21,5959.02,6004.25,5949.77,5984.72,5944.61,5915,6026.12,5834.53,5943.17,60.28,76.45,74.03
2024-11-19,5935.38,5966.22,5914.82,5944.12,5934.58,5908.03,6020.03,5829.81,5939.67,54.54,70.70,75.88
2024-11-18,5953.88,5970.33,5904.54,5916.87,5932.2,5904.42,6018.44,5824.69,5939.6,50.26,70.54,74.79
2024-11-14,5975.98,6002.71,5933.32,5950.8,5936.03,5903.17,6018.18,5821.59,5940.94,56.11,71.10,74.77
2024-11-13,5897.86,5992.43,5893.75,5979.58,5932.34,5898.41,6017.88,5810.35,5939.01,61.51,96.30,75.49
2024-11-12,5953.88,5968.79,5915.33,5917.9,5920.53,5890.3,6010.19,5805.47,5937.42,52.87,76.42,73.92
2024-11-11,5951.31,5989.35,5919.96,5940.52,5921.19,5887.53,6010.66,5796.75,5936.31,57.04,48.25,73.29
2024-11-08,5905.57,5963.13,5892.72,5914.82,5916.35,5882.24,6015.34,5775.06,5934.14,53.33,62.18,78.45
2024-11-07,5863.42,5895.29,5802.77,5869.59,5916.74,5878.98,6017.08,5760.84,5934.33,46.01,94.32,76.43
2024-11-06,6016.59,6038.69,5836.18,5887.06,5928.52,5879.92,6021.91,5746.19,5961.16,48.63,93.08,72.64
2024-11-05,5963.65,5982.15,5914.82,5927.67,5938.89,5879.2,6023.65,5733.92,5977.8,55.1,60.97,69.28
2024-11-04,6010.42,6019.16,5933.84,5967.24,5941.69,5874.36,6026.56,5710.49,5989.79,62.28,70.28,69.44
2024-11-01,5966.22,6069.53,5941.55,6057.19,5935.31,5865.07,6024.7,5684.05,6011.65,84.54,77.64,67.88
2024-10-31,5943.6,5976.5,5931.78,5970.84,5904.84,5845.85,6002.5,5664.02,5805.78,77.76,82.17,66.05
2024-10-30,5945.66,5971.95,5932.78,5943.6,5888.33,5833.36,5990,5645.91,5797.26,74.64,70.74,63.00
2024-10-29,5880.71,5946.69,5874.53,5940.51,5874.52,5822.33,5982.37,5622.34,5789.31,74.27,94.66,60.98
2024-10-28,5881.74,5899.78,5863.7,5889.48,5858.02,5810.51,5972.13,5599.9,5780.21,67.41,44.01,57.63
2024-10-25,5848.24,5896.18,5844.63,5890.51,5850.15,5802.62,5963.65,5583.43,5776.6,67.73,60.26,61.06
2024-10-24,5862.15,5901.85,5840.5,5847.2,5840.07,5793.83,5952.77,5567.92,5771.47,60.66,62.77,59.93
2024-10-23,5899.27,5914.22,5865.25,5866.28,5838.28,5788.49,5945.58,5553.35,5765.42,66.35,62.45,61.09
2024-10-22,5872.98,5900.82,5855.97,5876.59,5831.28,5780.71,5931.09,5547.8,5757.86,69.48,56.20,60.76
2024-10-21,5886.9,5919.89,5870.4,5877.1,5819.96,5771.12,5912.94,5542.56,5750.88,69.63,61.20,60.68
2024-10-18,5820.4,5888.44,5811.64,5883.29,5805.67,5760.53,5892.83,5548.48,5741.61,71.23,54.77,59.76
2024-10-17,5864.73,5883.8,5835.35,5835.35,5786.26,5748.25,5867.35,5557.03,5734.33,65.82,52.47,59.57
2024-10-16,5835.35,5886.9,5815.76,5853.91,5773.99,5739.54,5850.94,5551.47,5726.3,70.37,64.52,63.59
2024-10-15,5776.58,5851.84,5764.73,5835.35,5754.01,5728.1,5824.67,5557.45,5715.41,68.43,74.95,62.79
2024-10-14,5801.33,5839.47,5749.78,5770.4,5733.68,5717.38,5799.26,5567.1,5702.9,60.36,50.07,61.52
2024-10-11,5759.57,5842.57,5743.08,5789.99,5724.5,5712.08,5789.35,5570.33,5696.21,64.81,73.23,67.44
2024-10-10,5768.85,5792.56,5752.35,5771.43,5708.13,5704.29,5783.67,5573.58,5681.28,62.48,59.45,69.86
2024-10-09,5722.46,5788.95,5717.82,5781.74,5692.3,5697.57,5799.71,5563.54,5670.31,64.59,55.49,70.26
2024-10-08,5693.59,5729.16,5682.25,5722.46,5669.95,5689.15,5825.11,5547.4,5657.94,57.21,52.88,71.79
2024-10-07,5656.99,5684.31,5604.92,5684.31,5656.82,5685.82,5853.96,5533.48,5650.81,51.43,53.08,73.62
2024-10-04,5662.66,5709.57,5634.82,5634.82,5649.95,5685.98,5865.22,5533.21,5650.22,42.45,88.66,76.22
2024-10-03,5642.04,5701.32,5638.43,5664.72,5653.73,5691.09,5877.85,5538.06,5645.09,47.13,57.30,74.23
2024-10-02,5598.22,5638.43,5589.98,5631.73,5650.98,5693.73,5885.13,5542.28,5636.08,40.72,63.56,75.81
2024-10-01,5665.24,5667.3,5609.56,5613.69,5655.79,5699.93,5902.39,5547.31,5645.28,37.01,103.27,77.74
2024-09-30,5619.87,5663.17,5590.49,5639.98,5666.31,5708.55,5916,5558.16,5733.74,40.28,95.02,74.51
2024-09-27,5612.09,5647.78,5612.09,5626.58,5672.9,5715.41,5923.58,5569.26,5740.73,37.79,63.07,70.54
2024-09-26,5632.78,5644.16,5592.95,5629.68,5684.48,5724.29,5926.72,5585.21,5746.45,38.12,69.23,70.33
2024-09-25,5645.71,5687.61,5628.64,5665.89,5698.18,5733.75,5931.15,5602.19,5753.5,41.87,69.35,69.25
2024-09-24,5711.92,5719.68,5636.4,5642.61,5706.25,5740.54,5930.1,5614.39,5758.85,38.41,76.56,67.41
2024-09-23,5740.37,5796.23,5720.71,5735.2,5722.16,5750.33,5924.61,5627.55,5766.27,48.66,70.72,66.56
2024-09-20,5626.58,5719.16,5610.54,5713.99,5718.9,5751.85,5925.21,5624.2,5767.96,45.71,71.54,66.61
2024-09-19,5587.78,5634.85,5587.78,5615.71,5720.13,5755.63,5926.35,5620.58,5775.03,28.86,80.90,64.40
2024-09-18,5674.16,5692.27,5603.82,5650.89,5746.24,5769.63,5919.52,5647.98,5791.07,32.02,74.17,63.96
2024-09-17,5709.85,5713.47,5675.2,5677.78,5770.07,5781.5,5914.41,5657.34,5804.37,34.6,59.36,64.10
2024-09-16,5764.68,5783.3,5695.89,5703.64,5793.15,5791.87,5912.48,5661.07,5813.75,37.15,61.17,64.12
2024-09-13,5818.99,5823.64,5745.54,5765.71,5815.52,5800.7,5923.04,5642.52,5822.42,44.1,59.52,65.52
2024-09-12,5854.68,5884.68,5820.02,5831.4,5827.98,5804.19,5924.57,5633.86,5827.26,53.51,52.75,65.41
2024-09-11,5842.78,5882.09,5811.23,5874.33,5827.12,5801.47,5919.86,5625.38,5824.85,61.09,68.93,75.96
2024-09-10,5783.82,5880.02,5773.47,5871.75,5815.32,5794.19,5907.16,5619.46,5821.4,60.79,71.16,79.33
2024-09-09,5793.13,5848.99,5781.23,5794.16,5801.21,5786.43,5893.06,5614.05,5818.21,50.76,51.66,81.83
2024-09-06,5784.85,5809.68,5734.16,5809.68,5802.97,5785.66,5888.76,5610.69,5819.29,53.18,76.96,84.40
2024-09-05,5845.89,5859.85,5772.96,5779.68,5801.29,5783.26,5882.33,5609.53,5830.7,49.01,75.40,83.41
2024-09-04,5859.85,5872.78,5825.2,5854.68,5806.69,5783.61,5880.74,5609.29,5839.55,61.11,59.51,83.34
2024-09-03,5848.99,5863.99,5784.85,5858.3,5794.7,5776.51,5884.07,5607.47,5836.3,61.77,73.74,85.89
2024-09-02,5849.51,5872.78,5815.37,5826.75,5778.79,5768.33,5891.26,5603.4,5837.41,58.31,58.56,85.04
2024-08-30,5785.37,5905.89,5784.33,5817.44,5766.81,5762.49,5920.79,5586.68,5788.52,57.29,147.70,86.33
2024-08-29,5763.88,5879.63,5762.84,5843.82,5754.15,5756.99,5950.13,5572.02,5783.09,61.03,99.29,79.22
2024-08-28,5726.51,5784.12,5723.39,5777.37,5731.73,5748.31,5980.13,5556.82,5779.69,54.37,93.65,76.22
2024-08-27,5697.44,5732.21,5688.09,5719.24,5720.32,5745.4,5992.38,5555.88,5781.45,47.36,74.81,74.03
2024-08-26,5704.7,5727.02,5684.98,5707.82,5720.59,5748.02,5999.04,5561.63,5784.95,45.91,68.04,73.99
2024-08-23,5804.37,5809.04,5688.61,5689.13,5723.78,5752.04,6005.62,5569.37,5788.9,43.66,74.78,75.29
2024-08-22,5696.4,5824.61,5695.36,5821.5,5732.45,5758.33,6017.13,5579.38,5792.08,59.21,82.41,75.01
2024-08-21,5683.94,5727.02,5673.04,5693.28,5710.18,5752.01,6022.42,5579.65,5793.05,41.16,66.14,76.01
2024-08-20,5660.06,5708.86,5648.64,5695.88,5714.41,5757.88,6030.37,5591.91,5798.59,41.49,70.12,79.10
2024-08-19,5689.13,5689.13,5589.47,5623.73,5719.04,5764.08,6030.32,5604.77,5806.06,27.02,83.77,80.71
2024-08-16,5696.4,5704.18,5653.31,5694.32,5742.87,5778.12,6020.25,5633.26,5820.07,34.43,72.28,81.84
2024-08-15,5689.13,5715.6,5669.41,5699.51,5755.01,5786.5,6018.53,5650.77,5830.34,35.06,73.89,84.59
2024-08-14,5662.66,5706.78,5645.01,5688.09,5768.88,5795.2,6013.74,5664.73,5841.99,32.66,74.50,89.01
2024-08-13,5704.7,5723.91,5666.81,5676.67,5789.08,5805.91,6009.7,5672.62,5857.26,30.37,79.68,92.26
2024-08-12,5719.24,5747.27,5692.25,5717.68,5817.18,5818.83,6012.24,5668.41,5874.73,34.06,72.30,97.93
2024-08-09,5757.13,5779.97,5714.05,5733.77,5842.06,5828.95,6015.34,5662.4,5891.72,35.57,91.44,98.28
2024-08-08,5861.47,5886.38,5758.69,5761.28,5869.13,5838.46,6021.7,5649.66,5916.8,38.14,93.94,96.11
2024-08-07,5841.74,5870.81,5825.13,5869.77,5896.09,5846.18,6027.51,5635.49,5932.74,51.08,84.60,94.06
2024-08-06,5945.56,5947.63,5862.5,5889.5,5902.67,5843.82,6030.18,5611.42,5951.26,54.05,93.91,94.75
2024-08-05,6099.21,6106.99,5949.19,5954.9,5905.97,5839.25,6027.28,5591.47,5969.25,65.19,97.03,94.90
2024-08-02,6000.58,6033.28,5934.66,5964.24,5893.73,5827.69,6008.14,5586.9,5952.27,66.94,113.69,92.68
2024-08-01,5907.15,5994.35,5867.18,5991.76,5876.1,5814.03,5984.23,5584.65,5929.88,72.01,103.74,87.80
2024-07-31,5841.22,5921.16,5838.11,5890.53,5847.19,5796.26,5948.07,5594.41,5799.46,62.8,130.74,85.18
2024-07-30,5853.19,5899.54,5843.3,5843.3,5836.36,5786.83,5935.6,5597.88,5792.7,56.92,75.44,80.37
2024-07-29,5893.29,5906.84,5848.51,5851.11,5834.62,5781.19,5952.51,5590.03,5788.72,58.28,71.90,79.18
2024-07-26,5854.76,5911.52,5852.15,5904.23,5830.5,5774.2,5962.53,5586.01,5784.44,68.06,75.49,79.18
2024-07-25,5931.83,5933.4,5856.84,5877.15,5812.07,5761.19,5952.89,5589.6,5779.13,65.43,90.79,75.33
2024-07-24,5847.99,5901.63,5834.44,5895.38,5795.79,5749.6,5940.3,5590.16,5772.05,68.83,95.29,72.21
2024-07-23,5823.51,5846.94,5795.39,5824.03,5770.9,5735.02,5924.61,5594.72,5764.42,61.96,77.02,70.45
2024-07-22,5831.84,5851.11,5772.47,5807.88,5757.62,5726.12,5917.49,5590.62,5760.58,60.2,69.80,69.30
2024-07-19,5774.03,5853.19,5759.97,5852.15,5745.05,5717.94,5913.94,5577.92,5757.86,67.86,80.13,66.95
2024-07-18,5724.04,5831.32,5717.27,5791.22,5718.27,5704.52,5900.11,5575.48,5754.43,61.94,87.49,63.92
2024-07-17,5676.64,5727.68,5669.35,5726.64,5700.04,5695.85,5894.55,5572.9,5751.08,53.94,64.72,61.45
2024-07-16,5675.08,5699.56,5640.71,5659.98,5693.39,5692.77,5894.04,5567.95,5754.46,42.92,71.89,60.37
2024-07-15,5693.31,5716.22,5667.27,5688.62,5701.74,5696.05,5893.47,5572.46,5762.29,47.24,40.84,63.49
2024-07-12,5655.29,5705.29,5653.21,5669.87,5705.02,5696.79,5893.54,5571.62,5766.18,43.96,62.74,71.83
2024-07-11,5645.4,5693.31,5606.34,5677.69,5713.8,5699.48,5895.49,5565.77,5773.99,45,79.45,77.19
2024-07-10,5646.96,5665.19,5608.42,5655.81,5722.83,5701.66,5897.95,5557.78,5789.03,41.57,66.66,82.27
2024-07-09,5712.06,5719.87,5650.08,5661.02,5739.59,5706.25,5897.78,5558.48,5808,42.13,48.61,88.16
2024-07-08,5703.73,5738.1,5698.52,5717.79,5759.23,5710.77,5899.31,5553.66,5820.99,48.38,52.87,94.44
2024-07-05,5711.02,5780.8,5699.56,5702.68,5769.59,5710.07,5901.13,5541.21,5833.47,46.5,65.24,99.97
2024-07-04,5751.12,5756.85,5711.02,5727.68,5786.32,5710.81,5902.67,5530.65,5851.34,49.14,55.00,101.07
2024-07-03,5916.73,5921.94,5788.62,5800.59,5800.98,5709.12,5911.85,5500.01,5872.05,57.58,99.99,103.94
2024-07-02,5908.92,5954.23,5881.32,5933.92,5801.07,5699.97,5904.63,5482.82,5889.54,79.91,115.86,103.61
2024-07-01,5828.2,5918.81,5817.26,5911,5767.86,5676.58,5863.41,5485.42,5856.22,78.64,111.04,96.85
2024-06-28,5743.31,5852.15,5731.33,5843.82,5732.08,5653.13,5822.98,5485.48,5646.61,74.45,125.14,92.77
2024-06-27,5777.77,5796.08,5736.45,5756.85,5704.14,5634.07,5794.27,5480.18,5634.59,66.99,119.67,85.84
2024-06-26,5717.09,5791.37,5712.39,5784.05,5690.97,5621.79,5787.04,5457.9,5624.4,72.91,105.11,80.90
2024-06-25,5661.65,5714.48,5655.9,5711.86,5667.7,5605.56,5774.52,5433.58,5614.7,65.78,102.71,79.15
2024-06-24,5680.48,5690.42,5626.08,5645.43,5656.65,5594.93,5768.8,5411.16,5609.33,56.4,75.13,80.24
2024-06-21,5698.79,5717.62,5676.82,5689.37,5659.46,5589.88,5768.94,5389.5,5607.05,67.24,80.83,79.20
2024-06-20,5640.73,5725.46,5638.11,5709.77,5651.98,5579.93,5762.76,5366.63,5601.07,73.03,97.00,78.85
2024-06-19,5688.33,5740.11,5670.02,5672.11,5637.53,5566.95,5747.02,5352.33,5593.65,68.59,55.02,79.50
2024-06-18,5691.46,5700.36,5645.96,5699.31,5628.89,5556.43,5737.08,5333.16,5587.41,76.7,74.36,81.85
2024-06-17,5620.85,5687.28,5620.85,5681,5611.28,5542.15,5719.1,5317.22,5581.23,74.93,62.69,85.24
2024-06-14,5643.34,5643.34,5598.88,5630.79,5593.85,5528.26,5699.61,5304.72,5575.31,69.22,75.28,92.10
2024-06-13,5649.1,5674.73,5616.67,5622.42,5584.62,5518.01,5683.85,5296.81,5570.88,68.14,89.33,93.13
2024-06-12,5625.56,5689.37,5591.56,5661.13,5575.17,5507.57,5666.77,5291.06,5562.21,79.56,112.49,95.85
2024-06-11,5622.94,5630.79,5592.6,5628.17,5553.68,5492.21,5637.2,5293.25,5547.86,76.6,65.75,93.12
2024-06-10,5596.79,5648.05,5571.16,5611.43,5535.06,5478.61,5610.52,5299.25,5540.45,74.95,77.72,94.58
2024-06-07,5507.87,5621.9,5494.27,5612.48,5515.97,5465.33,5584.1,5307.62,5528.26,75.25,102.88,89.92
2024-06-06,5554.42,5565.93,5495.31,5513.1,5491.84,5450.62,5551.52,5319.26,5523.23,63.02,76.10,85.87
2024-06-05,5528.79,5562.79,5515.71,5556.51,5486.53,5444.37,5543.38,5310.99,5524.11,77.97,104.88,85.44
2024-06-04,5514.14,5553.37,5504.21,5547.62,5469.03,5433.15,5522.37,5310.21,5514.9,76.98,124.44,83.32
2024-06-03,5509.96,5523.56,5468.12,5507.34,5449.38,5421.71,5498.54,5313.02,5492.24,71.87,84.53,77.31
2024-05-31,5451.9,5514.67,5448.76,5503.68,5434.89,5413.14,5481.87,5312.91,5396.95,71.35,113.81,75.19
