Data,Abertura,Max,Min,Fechamento,MME9,MME21,BB20 Superior,BB20 Inferior,VWAP M,RSI9,Volume Financeiro,MMA9 VF
2017-04-07,4647.14,4670.68,4611.09,4653.76,4630.2,4635.13,4703.9,4552.95,4615.17,54.31,78.96,76.76
2017-04-06,4620.65,4660.38,4597.11,4648.61,4624.31,4633.26,4707.21,4551.93,4609.81,53.47,78.96,75.72
2017-04-05,4569.15,4622.12,4558.85,4616.97,4618.24,4631.73,4730.18,4539.76,4600.4,48.24,77.51,75.23
2017-04-04,4640.52,4642.73,4576.51,4576.51,4618.55,4633.2,4740.24,4539.22,4613.02,40.66,67.46,75.51
2017-04-03,4637.57,4640.52,4604.47,4611.82,4629.06,4638.87,4739.73,4547.16,4614.03,45.87,63.04,75.95
2017-03-31,4672.16,4705.27,4622.86,4622.86,4633.37,4641.58,4743.11,4550.48,4651.95,47.56,108.69,77.86
2017-03-30,4622.62,4668.5,4618.92,4664.06,4636,4643.45,4743.84,4552.46,4650.68,54.2,83.89,72.87
2017-03-29,4640.38,4648.52,4610.78,4622.62,4628.99,4641.39,4749.81,4551.15,4651.51,47.67,63.71,70.67
2017-03-28,4640.38,4660.36,4627.06,4652.96,4630.58,4643.27,4749.93,4550.22,4652.71,52.55,68.65,72.49
2017-03-27,4622.62,4654.44,4613.74,4635.94,4624.98,4642.3,4749.38,4549.52,4653.17,49.99,69.56,75.82
2017-03-24,4653.7,4672.94,4604.12,4609.3,4622.25,4642.93,4751.23,4541.74,4653.93,45.95,74.58,75.49
2017-03-23,4596.71,4666.28,4595.23,4659.62,4625.48,4646.3,4752.26,4538.28,4655.17,53.17,79.98,73.65
2017-03-22,4606.34,4616.7,4574.51,4581.91,4616.95,4644.96,4750.81,4536.96,4656.29,40.3,71.49,73.92
2017-03-21,4561.93,4595.23,4544.91,4586.35,4625.71,4651.27,4749.55,4542.19,4660.63,40.87,80.16,74.23
2017-03-20,4603.38,4628.54,4556.75,4564.89,4635.55,4657.76,4748.73,4548.62,4668.09,37.04,63.86,74.95
2017-03-17,4622.62,4647.04,4587.83,4594.49,4653.21,4667.05,4744.87,4558.45,4674.14,40.24,64.06,73.41
2017-03-16,4637.42,4643.34,4597.45,4639.64,4667.89,4674.3,4746.14,4555.7,4678.76,45.56,80.12,71.88
2017-03-15,4707.73,4726.97,4607.82,4618.18,4674.95,4677.77,4745.97,4554.44,4684.69,42.34,98.54,71.78
2017-03-14,4705.51,4735.11,4698.85,4714.39,4689.14,4683.73,4747.52,4557.79,4686.1,55.42,66.62,69.67
2017-03-13,4665.54,4704.03,4659.62,4693.67,4682.83,4680.66,4741.22,4559.43,4683.08,52.62,58.04,66.91
2017-03-10,4736.59,4745.47,4671.46,4676.64,4680.12,4679.36,4742.06,4559.15,4682.18,50.34,82.39,72.08
2017-03-09,4729.19,4764.72,4707.73,4756.57,4681,4679.63,4742.59,4559.09,4678.13,62.99,74.32,70.87
2017-03-08,4667.76,4740.29,4655.92,4712.17,4662.1,4671.94,4727.37,4567.38,4667.41,57.75,86.56,70.06
2017-03-07,4662.58,4668.5,4638.9,4650.74,4649.58,4667.91,4722.08,4569.73,4657.73,48.83,50.08,67.45
2017-03-06,4657.4,4681.82,4623.36,4678.86,4649.29,4669.63,4725.9,4569.5,4659.2,53.42,50.21,64.74
2017-03-03,4706.25,4716.61,4641.12,4650,4641.9,4668.71,4728.76,4568.53,4661.82,49.05,79.27,66.03
2017-03-02,4624.84,4712.17,4620.4,4710.69,4639.88,4670.58,4735.51,4567.45,4653.65,59.47,79.55,65.51
2017-03-01,4658.14,4660.36,4610.78,4614.48,4622.17,4666.57,4741.11,4564.44,4631.65,42.15,41.73,65.30
2017-02-24,4595.97,4655.18,4584.87,4640.38,4624.1,4671.78,4747.11,4567.82,4647.68,46.95,104.64,70.30
2017-02-23,4587.19,4602.88,4563.28,4576.73,4620.03,4674.92,4757.61,4566.82,4649.94,29.37,71.48,63.39
2017-02-22,4632.02,4632.76,4578.97,4584.95,4630.85,4684.73,4775.6,4570.32,4655.49,30.53,66.99,61.32
2017-02-21,4635.01,4649.2,4617.82,4632.02,4642.33,4694.71,4788.13,4577.73,4659.61,38.23,63.07,59.63
2017-02-20,4640.98,4648.45,4614.09,4621.56,4644.9,4700.98,4800,4580.25,4661.84,34.99,25.69,58.08
2017-02-17,4635.75,4652.19,4609.6,4642.48,4650.74,4708.93,4811.31,4585.52,4663.09,38.59,61.88,60.27
2017-02-16,4578.23,4626.79,4552.82,4624.55,4652.8,4715.57,4831.07,4584.46,4665.69,33.37,74.55,57.79
2017-02-15,4626.79,4637.25,4575.98,4579.72,4659.87,4724.67,4860.41,4581.25,4675.57,17.88,77.65,55.53
2017-02-14,4676.84,4688.05,4620.81,4625.29,4679.91,4739.17,4870.39,4598.96,4686,22.64,86.75,53.24
2017-02-13,4666.38,4684.31,4660.41,4667.13,4693.56,4750.56,4894.26,4603.25,4692.39,28.91,42.47,50.45
2017-02-10,4690.29,4693.28,4660.41,4667.88,4700.17,4758.9,4909.54,4608.8,4694.57,29.04,52.87,55.00
2017-02-09,4686.56,4702.99,4673.11,4699.26,4708.24,4768,4913.67,4620.22,4697.83,34.78,51.70,55.95
2017-02-08,4686.56,4699.26,4673.85,4681.33,4710.48,4774.87,4921.86,4627.01,4699.62,27.5,49.18,56.82
2017-02-07,4704.49,4711.96,4682.82,4687.3,4717.77,4784.23,4925.83,4638.83,4702.1,28.44,45.36,58.43
2017-02-06,4686.56,4699.26,4669.37,4682.82,4725.39,4793.92,4929.55,4651.14,4702.91,26.77,39.61,57.70
2017-02-03,4703.74,4717.93,4667.13,4686.56,4736.03,4805.03,4936.98,4664.32,4706.45,27.24,54.23,59.21
2017-02-02,4684.31,4706.73,4673.85,4697.76,4748.4,4816.88,4936.71,4681.44,4713.65,28.58,57.02,58.43
2017-02-01,4728.39,4757.53,4703.74,4706.73,4761.06,4828.79,4938.76,4697.75,4734.3,29.62,61.61,58.50
2017-01-31,4709.72,4750.06,4669.37,4736.61,4774.64,4841,4953.26,4707.87,4827.89,33.19,83.40,56.17
2017-01-30,4730.06,4749.63,4689.4,4708.22,4784.15,4851.44,4976.75,4709.85,4837.23,25.63,61.43,52.83
2017-01-27,4791.05,4798.58,4730.81,4735.33,4803.13,4865.76,4979.25,4730.47,4845.28,28.35,59.55,48.78
2017-01-26,4766.95,4816.65,4764.69,4791.8,4820.08,4878.8,4992.16,4742.86,4850.75,35.29,63.65,49.17
2017-01-24,4781.26,4791.8,4766.95,4784.27,4827.16,4887.5,5004.22,4748.93,4854.69,33.36,38.81,51.05
2017-01-23,4773.73,4806.11,4758.67,4775.99,4837.88,4897.83,5015.58,4757.83,4858.24,31.35,53.16,54.19
2017-01-20,4836.22,4839.99,4787.28,4787.28,4853.35,4910.01,5020.64,4772.79,4863.69,32.54,47.23,53.07
2017-01-19,4874.62,4884.41,4825.68,4829.45,4869.87,4922.28,5028.76,4786.13,4866.84,37.21,57.62,52.20
2017-01-18,4872.37,4885.92,4858.06,4885.92,4879.97,4931.57,5053.26,4785.26,4868.54,44.9,40.67,51.94
2017-01-17,4850.53,4871.61,4834.72,4856.55,4878.49,4936.13,5084.86,4775.29,4868.5,39.08,53.39,55.11
2017-01-16,4877.64,4909.26,4867.85,4907,4883.97,4944.09,5115.8,4771.12,4869.78,46.59,24.98,55.92
2017-01-13,4821.92,4877.64,4812.88,4875.38,4878.21,4947.8,5154.46,4758.89,4869.14,40.19,63.07,58.96
2017-01-12,4804.6,4831.71,4772.98,4823.42,4878.92,4955.04,5179.11,4760.65,4871.71,27.5,80.53,55.55
2017-01-11,4841.49,4892.7,4816.65,4849.02,4892.8,4968.2,5195.86,4775.42,4885.23,30.32,67.09,52.66
2017-01-10,4843,4852.04,4820.41,4839.24,4903.74,4980.12,5203.2,4792.48,4890.21,27.81,43.04,49.99
2017-01-09,4891.94,4900.98,4836.98,4847.52,4919.87,4994.21,5207.1,4814.58,4897.6,28.58,39.45,49.96
2017-01-06,4865.59,4888.93,4833.96,4888.93,4937.95,5008.87,5218.63,4834.66,4903.33,32.63,55.28,47.02
2017-01-05,4889.68,4898.72,4844.51,4855.05,4950.21,5020.87,5229.36,4850.89,4913.24,24.9,69.18,46.30
2017-01-04,4938.63,4939.38,4872.37,4881.4,4974,5037.45,5233.69,4878.48,4934.79,27.04,60.63,48.22
2017-01-03,4989.07,4997.36,4931.85,4952.93,4997.15,5053.06,5244.4,4901.24,4960.97,34.13,52.38,47.45
2017-01-02,4946.91,4993.59,4945.4,4991.33,5008.2,5063.07,5263.6,4910.49,4972.83,39.02,32.35,49.73
2016-12-29,4967.99,4969.5,4925.07,4939.38,5012.42,5070.24,5302.3,4905.04,5140.47,26.35,54.56,53.71
2016-12-28,4973.14,5006.54,4961.75,4988.32,5030.68,5083.33,5325.77,4918.89,5148.69,31.9,43.07,54.80
2016-12-27,4995.91,4999.71,4970.86,4973.14,5041.27,5092.83,5327.83,4936.72,5154.42,27.7,42.71,59.40
2016-12-26,4964.02,4996.67,4964.02,4986.8,5058.3,5104.8,5327.85,4960.24,5160.44,29.14,13.05,63.55
2016-12-23,4996.67,5008.82,4957.19,4976.17,5076.17,5116.6,5323.72,4984.31,5162.38,26.5,48.78,69.90
2016-12-22,5077.91,5095.38,5001.23,5001.99,5101.17,5130.64,5319.26,5014.85,5170.3,28.81,86.45,71.91
2016-12-21,5102.97,5104.49,5058.17,5065.76,5125.97,5143.51,5309.81,5044.56,5179.61,35.65,53.66,69.45
2016-12-20,5134.86,5143.97,5085.51,5102.21,5141.02,5151.28,5306.62,5061.34,5185.19,40.53,72.91,71.37
2016-12-19,5169.02,5184.97,5121.95,5124.23,5150.73,5156.19,5304.28,5069.03,5190.88,43.75,68.20,71.51
2016-12-16,5139.41,5200.91,5098.41,5171.3,5157.35,5159.38,5303.31,5072.83,5194.4,51.52,64.41,73.04
2016-12-15,5173.58,5197.88,5128.78,5139.41,5153.86,5158.19,5304.81,5074.51,5197.34,45.71,84.41,72.00
2016-12-14,5096.13,5144.73,5038.43,5138.65,5157.48,5160.07,5312.27,5079.09,5201.53,45.58,80.08,72.47
2016-12-13,5112.84,5137.13,5065.01,5093.1,5162.18,5162.21,5319.02,5084.84,5216.2,37.04,70.17,75.83
2016-12-12,5188,5203.19,5094.62,5099.17,5179.46,5169.12,5322.55,5100.44,5231.01,37.74,66.95,79.20
2016-12-09,5173.58,5210.02,5119.67,5163.71,5199.53,5176.12,5316.09,5119.28,5242.66,45.96,64.27,79.45
2016-12-08,5158.39,5223.69,5152.32,5158.39,5208.48,5177.36,5315.33,5124.6,5253.75,45.09,70.95,79.68
2016-12-07,5187.25,5229.76,5165.99,5174.34,5221,5179.25,5358.67,5060.69,5265.58,47.12,74.18,79.59
2016-12-06,5284.43,5304.93,5197.88,5216.1,5232.67,5179.74,5401.13,4989.1,5281.94,52.66,81.91,75.35
2016-12-05,5323.91,5329.23,5234.32,5237.36,5236.81,5176.11,5415.28,4947.16,5291.22,55.62,55.04,75.61
2016-12-02,5314.8,5348.97,5276.84,5323.91,5236.68,5169.98,5415.37,4922.51,5294.77,69.81,88.70,76.63
2016-12-01,5200.15,5328.47,5181.93,5312.52,5214.87,5154.59,5398.93,4906.5,5283.96,68.88,110.28,73.76
2016-11-30,5221.41,5222.17,5174.34,5187.25,5190.45,5138.8,5380.49,4893.56,5141.92,55.5,100.50,70.72
2016-11-29,5198.55,5230.71,5180.17,5208.5,5191.26,5133.95,5382.8,4865.11,5138.23,59.34,69.21,69.03
2016-11-28,5201.61,5233.78,5184.76,5186.3,5186.94,5126.5,5377.16,4845.25,5134.83,56.55,66.40,70.93
2016-11-25,5253.69,5319.55,5222.29,5236.84,5187.11,5120.52,5375.01,4819.48,5131.48,65.69,70.14,71.42
2016-11-24,5193.19,5233.78,5190.89,5204.68,5174.67,5108.89,5367.14,4789.2,5125.03,62.24,36.01,79.35
2016-11-23,5157.19,5248.33,5146.47,5201.61,5167.17,5099.31,5362.36,4755.65,5122.71,61.91,84.25,93.09
2016-11-22,5129.62,5166.38,5112.77,5155.66,5158.56,5089.08,5351.47,4729.99,5117.01,56.98,64.15,95.49
2016-11-21,5193.95,5197.78,5133.45,5152.6,5159.29,5082.42,5340.65,4712.94,5115.57,56.65,62.91,96.01
2016-11-18,5287.39,5292.75,5184.76,5203.14,5160.96,5075.4,5328.16,4696.87,5113.37,63.9,82.95,95.85
2016-11-17,5238.37,5275.9,5210.04,5259.82,5150.41,5062.63,5303.82,4691.76,5105.33,73.24,85.26,95.83
2016-11-16,5223.82,5301.17,5223.82,5263.65,5123.06,5042.91,5263.8,4699.37,5093.13,73.89,86.34,94.66
2016-11-14,5299.64,5347.89,5269.77,5284.32,5087.92,5020.83,5217.37,4715.79,5076.28,77.17,70.77,95.27
2016-11-11,5238.37,5402.26,5193.19,5223.06,5038.81,4994.48,5154.94,4746.53,5056.67,74.15,141.49,97.02
2016-11-10,4948.12,5230.71,4944.29,5209.27,4992.75,4971.63,5097.8,4774.77,5006.76,73.44,159.65,93.28
2016-11-09,5000.96,5007.09,4928.21,4952.71,4938.62,4947.86,5027.77,4820.38,4968.87,51.7,105.90,84.97
2016-11-08,4939.69,4958.07,4877.66,4883.02,4935.1,4947.38,5031.15,4819.63,4968.97,39.79,68.78,83.12
2016-11-07,4941.99,4961.9,4919.02,4938.16,4948.12,4953.81,5041.26,4821.98,4980.56,48.13,61.52,84.78
2016-11-04,5020.11,5037.72,4965.73,4991.77,4950.61,4955.38,5051.47,4819.71,4990.7,58.78,82.73,84.95
2016-11-03,5008.62,5016.28,4973.39,4999.43,4940.32,4951.74,5055.06,4818.31,4984.74,60.48,74.72,83.80
2016-11-01,4920.55,5027.77,4911.36,4998.66,4925.55,4946.97,5070.97,4810.02,4976.82,60.38,91.85,84.61
2016-10-31,4938.16,4942.76,4887.62,4925.91,4907.27,4941.8,5071.46,4809.87,4937,49.36,86.51,81.34
2016-10-28,4892.45,4956.57,4883.18,4953.48,4902.61,4943.39,5090.03,4805.72,4938.19,54.47,107.89,77.41
2016-10-27,4860,4908.67,4836.83,4907.13,4889.89,4942.38,5107.65,4800.78,4939.28,46.15,84.83,70.85
2016-10-26,4834.51,4878.54,4818.29,4855.37,4885.58,4945.9,5113.4,4805.63,4944.43,34.22,89.28,70.09
2016-10-25,4831.42,4854.59,4801.29,4821.38,4893.14,4954.96,5119.15,4818.69,4952.86,24.45,83.68,67.61
2016-10-24,4870.82,4879.32,4822.15,4836.05,4911.08,4968.32,5119.4,4842.06,4963.79,25.93,63.02,66.45
2016-10-21,4877.77,4907.9,4869.27,4877,4929.83,4981.54,5118.62,4865.86,4972.05,30.5,72.43,64.23
2016-10-20,4911.76,4911.76,4856.91,4866.96,4943.04,4992,5115.61,4884.27,4978.75,27.73,82.03,65.83
2016-10-19,4934.17,4955.02,4904.04,4908.67,4962.06,5004.5,5105.29,4908.74,4988.09,32.53,62.39,63.78
2016-10-18,4948.84,4952.71,4921.03,4935.71,4975.41,5014.08,5110.13,4922.22,4993.64,36.13,51.15,64.15
2016-10-17,4960.43,4989.02,4945.75,4963.52,4985.33,5021.92,5122.45,4928.48,4998.04,40.2,48.85,67.87
2016-10-14,4928.76,4976.65,4912.53,4967.38,4990.78,5027.76,5131.85,4933.63,5000.8,40.77,77.99,70.22
2016-10-13,4981.29,4997.51,4931.85,4934.17,4996.63,5033.8,5155.38,4930.89,5008.51,33.61,66.91,70.86
2016-10-11,4984.38,5012.19,4962.75,4965.07,5012.25,5043.76,5188.18,4928.43,5013.81,37.34,73.27,73.42
2016-10-10,4992.88,5009.1,4971.25,4978.97,5024.05,5051.63,5204.25,4934.94,5018.13,39.08,43.04,74.86
2016-10-07,5033.82,5037.68,4961.98,5007.56,5035.31,5058.9,5203.21,4946.8,5021.33,42.71,86.86,80.00
2016-10-06,5021.46,5046.18,5007.56,5017.6,5042.25,5064.03,5207.35,4954.75,5028.03,43.99,63.56,76.96
2016-10-05,5052.36,5060.86,5008.33,5013.74,5048.42,5068.67,5206.65,4957.34,5028.83,43.41,65.68,77.20
2016-10-04,5001.38,5077.08,4992.88,5075.54,5057.09,5074.17,5206.26,4958.45,5027.76,50.87,84.66,77.20
2016-10-03,5050.05,5063.18,4981.29,5002.15,5052.48,5074.03,5214.39,4958.43,5022.07,39.98,70.04,75.94
2016-09-30,5057,5083.26,5034.59,5070.13,5065.06,5081.22,5214.88,4969.64,5106,48.91,83.70,74.97
2016-09-29,5022.5,5097.32,5012.37,5080.17,5063.79,5082.33,5217.71,4972.02,5108.67,50.39,89.98,72.97
2016-09-28,5043.54,5074.72,5009.25,5013.15,5059.69,5082.54,5217.54,4971.33,5112.56,39.54,86.17,72.69
2016-09-27,5031.07,5064.59,5020.94,5043.54,5071.33,5089.48,5216.12,4981.48,5116.6,43.37,89.32,74.29
2016-09-26,5073.94,5080.17,5032.63,5057.57,5078.28,5094.07,5215.62,4985.95,5121.7,45.16,59.49,75.18
2016-09-23,5012.37,5077.06,5000.67,5066.14,5083.45,5097.72,5219.67,4990.58,5124.83,46.19,65.72,79.61
2016-09-22,4992.1,5044.32,4971.06,5031.07,5087.78,5100.88,5219.96,4993.57,5129.76,41.3,65.72,82.29
2016-09-21,5063.03,5078.62,5008.47,5008.47,5101.96,5107.86,5217.78,5001.11,5135.29,38.07,73.29,84.43
2016-09-20,5105.12,5119.92,5074.72,5091.87,5125.33,5117.8,5212.13,5015.8,5141.44,46.44,61.33,85.74
2016-09-19,5105.12,5130.06,5090.31,5121.48,5133.69,5120.4,5213.33,5010.73,5144.59,49.91,65.70,88.00
2016-09-16,5186.17,5198.64,5107.45,5109.01,5136.75,5120.29,5212.55,5005.56,5147,48.47,87.48,84.16
2016-09-15,5223.58,5274.25,5158.89,5175.26,5143.68,5121.42,5212.9,5005.84,5145.57,56.08,100.54,82.16
2016-09-14,5177.6,5248.53,5168.25,5237.61,5135.78,5116.03,5204.54,5002.95,5135.94,64.56,97.32,78.33
2016-09-13,5118.37,5223.58,5112.91,5190.85,5110.32,5103.87,5176.48,5012.97,5123.66,60.59,99.42,77.87
2016-09-12,5170.59,5190.85,5082.51,5087.19,5090.19,5095.18,5159.41,5014.86,5113.5,49.41,89.79,75.03
2016-09-09,5066.14,5151.88,5063.03,5128.5,5090.94,5095.97,5159.24,5011.56,5107.8,54.93,85.03,71.09
2016-09-08,5010.81,5052.89,4971.06,5036.53,5081.56,5092.72,5162.84,4992.73,5104.63,42.14,85.03,71.94
2016-09-06,5142.53,5155.78,5015.48,5020.94,5092.81,5098.34,5173.38,4973.8,5099.29,39.56,81.73,67.82
2016-09-05,5110.57,5161.23,5102,5156.56,5110.78,5106.08,5176.41,4967.24,5107.36,60.42,31.11,65.17
2016-09-02,5108.23,5138.63,5066.14,5119.14,5099.34,5101.03,5163.87,4967.48,5100.48,54.54,69.49,69.12
2016-09-01,5061.47,5129.28,5061.47,5122.26,5094.39,5099.22,5157.67,4963.63,5103.18,55.15,66.06,66.64
2016-08-31,5078.62,5123.82,5059.91,5071.6,5087.42,5096.92,5150.66,4964.92,5074.14,46.56,93.20,66.03
2016-08-30,5089.43,5134.25,5065.84,5100.44,5091.37,5099.45,5160.78,4961.7,5073.02,51.56,73.81,62.96
2016-08-29,5158.63,5179.86,5083.14,5083.14,5089.1,5099.35,5174.76,4955.02,5070.81,48.62,54.35,62.88
2016-08-26,5089.43,5161.78,5022.59,5144.48,5090.6,5100.97,5192.05,4948.12,5068.38,60.1,92.69,63.78
2016-08-25,5079.99,5107.52,5067.41,5098.87,5077.13,5096.62,5193.45,4947.51,5066.87,52.72,47.94,58.38
2016-08-24,5131.89,5131.89,5072.92,5084.71,5071.69,5096.4,5217.66,4936.27,5065.92,50.18,57.88,60.44
2016-08-23,5033.6,5105.94,5024.16,5098.87,5068.44,5097.57,5231.56,4933.02,5064.26,52.7,66.68,59.89
2016-08-22,5075.27,5092.57,5045.39,5053.26,5060.83,5097.44,5247.84,4928.22,5064.34,44.75,47.11,59.15
2016-08-19,5124.03,5131.89,5056.4,5061.91,5062.72,5101.86,5269.26,4925.44,5063.96,46.06,60.58,60.52
2016-08-18,5059.55,5127.18,5053.26,5115.38,5062.93,5105.85,5279.01,4928.23,5061.96,54.84,65.59,59.80
2016-08-17,5073.7,5111.45,5053.26,5062.69,5049.81,5104.9,5291,4926.45,5059.44,45.78,73.10,60.92
2016-08-16,5007.65,5065.84,4987.99,5057.19,5046.59,5109.12,5299.86,4930.69,5056.87,44.76,62.48,60.06
2016-08-15,5028.09,5044.61,4993.49,5039.1,5043.94,5114.31,5306.32,4936.76,5060.15,41.52,44.03,60.81
2016-08-12,4987.2,5053.26,4978.55,5052.47,5045.15,5121.84,5312.25,4946.05,5063.41,43.18,66.47,62.60
2016-08-11,4984.84,4992.71,4952.6,4976.19,5043.32,5128.77,5324.11,4952.92,5069.93,28.68,52.93,60.37
2016-08-10,4940.02,4980.12,4930.58,4952.6,5060.11,5144.03,5320.35,4978.18,5081.06,23.3,60.07,64.12
2016-08-09,5023.37,5029.66,4955.75,4985.63,5086.99,5163.17,5309.84,5015.02,5099.23,25.71,59.38,65.67
2016-08-08,5015.51,5056.4,5009.22,5033.6,5112.32,5180.93,5306.5,5046.56,5117.37,29.68,54.10,66.06
2016-08-05,5059.55,5073.7,5013.15,5018.66,5132.01,5195.66,5311.34,5067.65,5131.98,26.54,75.74,66.62
2016-08-04,5135.83,5138.97,5065.05,5065.05,5160.34,5213.36,5301.17,5103.35,5160.38,30.28,65.32,63.33
2016-08-03,5186.15,5227.05,5139.76,5140.54,5184.17,5228.19,5328.07,5108.94,5182.02,38.01,69.26,61.96
2016-08-02,5201.09,5201.09,5143.69,5173.57,5195.07,5236.96,5342.07,5114.07,5179.19,42.19,60.08,61.33
2016-08-01,5157.06,5204.24,5157.06,5186.94,5200.45,5243.3,5348.27,5119.66,5189.95,43.94,46.42,60.68
2016-07-29,5205.81,5225.47,5131.89,5152.34,5203.83,5248.93,5348.91,5124.38,5230.35,38.05,86.75,62.27
2016-07-28,5200.81,5244.51,5188.09,5228.62,5216.7,5258.59,5346.32,5130.54,5235.06,47.91,74.00,57.36
2016-07-27,5214.31,5242.92,5186.5,5191.27,5213.72,5261.59,5349.06,5119.94,5236.51,41.29,62.85,55.69
2016-07-26,5239.74,5242.92,5200.81,5213.52,5219.33,5268.62,5350.49,5115.57,5237.69,44.27,59.18,55.55
2016-07-25,5198.42,5248.48,5183.32,5239.74,5220.78,5274.13,5356.36,5117.25,5238.97,47.89,46.11,56.93
2016-07-22,5222.26,5250.87,5184.12,5187.3,5216.04,5277.57,5394.51,5098.76,5239.5,39.02,52.94,59.63
2016-07-21,5174.58,5241.33,5169.02,5217.49,5223.23,5286.6,5418.82,5096.64,5240.37,42.74,63.67,59.59
2016-07-20,5186.5,5204.78,5165.05,5193.65,5224.66,5293.51,5429.62,5099.4,5242.76,38.64,54.18,62.10
2016-07-19,5213.52,5240.54,5182.53,5182.53,5232.41,5303.49,5450.6,5101.01,5246.54,36.76,60.74,63.21
2016-07-18,5204.78,5225.44,5181.74,5191.27,5244.89,5315.59,5481,5100.3,5248.47,37.56,42.57,65.09
2016-07-15,5206.37,5244.51,5176.97,5239.74,5258.29,5328.02,5499.9,5107.11,5251.24,42.1,58.95,67.56
2016-07-14,5181.74,5207.96,5138.03,5191.27,5262.93,5336.85,5524.78,5106.69,5254.69,35.14,61.58,64.49
2016-07-13,5275.5,5286.63,5215.11,5215.9,5280.84,5351.4,5562.09,5106.93,5263.46,37.16,71.63,68.86
2016-07-12,5259.61,5276.3,5219.88,5267.55,5297.07,5364.95,5598.1,5107.77,5265.12,41.61,70.41,74.48
2016-07-11,5292.19,5308.08,5265.17,5292.98,5304.45,5374.7,5632.49,5106.09,5268.62,43.92,52.59,77.70
2016-07-08,5324.77,5347.81,5252.46,5273.91,5307.32,5382.87,5662.85,5106.07,5266.85,41.77,86.23,83.64
2016-07-07,5347.81,5394.69,5313.64,5389.93,5315.67,5393.76,5673.99,5117.82,5262.58,52.7,64.16,82.72
2016-07-06,5311.26,5353.37,5304.9,5331.92,5297.11,5394.15,5680.73,5119.95,5242.55,46.47,77.71,85.89
2016-07-05,5278.68,5295.37,5249.28,5291.39,5288.4,5400.37,5683.38,5125.98,5209.95,41.71,64.81,84.38
2016-07-04,5186.5,5240.54,5181.74,5240.54,5287.66,5411.27,5697.61,5137.29,5179,35.28,31.27,85.69
2016-07-01,5185.71,5203.19,5119.75,5188.09,5299.44,5428.34,5719.32,5154.53,5169.06,28.01,100.96,90.96
2016-06-30,5192.07,5200.01,5099.09,5149.95,5327.27,5452.36,5740.34,5183.53,5477.87,22.37,122.20,86.70
2016-06-29,5224.28,5248.29,5155.47,5161.87,5371.61,5482.6,5771.23,5217.61,5504.97,22.86,99.40,83.04
2016-06-28,5377.11,5383.52,5286.7,5289.1,5424.04,5514.68,5795.03,5259.82,5526.11,28.98,106.05,80.16
2016-06-27,5441.13,5474.73,5406.72,5436.33,5457.78,5537.24,5829.49,5279.45,5541.9,40,77.89,78.09
2016-06-24,5513.14,5531.55,5374.71,5409.12,5463.14,5547.33,5855.34,5286.73,5547.75,36,92.73,77.96
2016-06-23,5370.71,5411.52,5353.11,5353.11,5476.64,5561.15,5885.35,5297.81,5556.51,27.13,64.15,74.35
2016-06-22,5461.93,5469.13,5402.72,5419.52,5507.52,5581.95,5897.59,5329.11,5566.68,31.77,76.55,74.36
2016-06-21,5428.32,5481.94,5385.12,5479.54,5529.52,5598.19,5908.66,5353.34,5576.63,36.83,78.70,73.80
2016-06-20,5441.13,5467.53,5417.12,5448.33,5542.02,5610.06,5921.5,5370.35,5587.86,31.81,62.60,74.52
2016-06-17,5548.35,5559.55,5484.34,5484.34,5565.45,5626.23,5919.16,5397.52,5597.73,34.64,89.29,76.22
2016-06-16,5595.56,5639.57,5562.75,5566.75,5585.72,5640.42,5925.33,5420.24,5606.97,42.28,73.46,72.72
2016-06-15,5575.56,5625.17,5537.15,5584.36,5590.46,5647.79,5935.36,5431.67,5607.99,44.13,87.39,72.53
2016-06-14,5641.17,5652.37,5558.75,5594.76,5591.99,5654.13,5935.35,5439.35,5611.82,45.16,76.79,69.57
2016-06-13,5499.54,5611.56,5495.54,5596.36,5591.3,5660.07,5935.86,5447,5612.88,45.31,60.23,69.16
2016-06-10,5505.94,5549.95,5492.34,5502.74,5590.03,5666.44,5939.22,5457.21,5617.59,34.29,64.24,73.55
2016-06-09,5433.13,5484.34,5414.72,5478.74,5611.86,5682.81,5930.75,5481.12,5630.36,31.13,71.50,72.01
2016-06-08,5488.34,5498.74,5412.32,5418.72,5645.14,5703.22,5917.27,5507.5,5661.01,22.88,85.18,69.49
2016-06-07,5615.56,5665.17,5546.75,5546.75,5701.74,5731.67,5882.14,5565.42,5714.41,29.6,77.90,70.10
2016-06-06,5686.78,5692.38,5621.97,5629.97,5740.49,5750.16,5868.33,5595.91,5751.47,35.66,57.81,69.26
2016-06-03,5804.4,5805.2,5685.98,5688.38,5768.12,5762.18,5864.69,5605.48,5779.69,40.87,71.70,70.67
2016-06-02,5813.2,5830.81,5777.2,5799.6,5788.06,5769.56,5866.5,5610.38,5813.54,54.32,60.75,69.64
2016-06-01,5834.01,5870.82,5790.8,5822.01,5785.17,5766.55,5862.74,5611.1,5824.03,57.72,73.16,72.62
2016-05-31,5753.99,5874.82,5741.99,5830.01,5775.96,5761.01,5857.34,5613.16,5739.56,58.89,99.72,73.80
2016-05-30,5824.89,5837.8,5761.95,5767.6,5762.45,5754.11,5843.6,5614.12,5734.31,52.17,50.38,70.25
2016-05-27,5807.95,5860.4,5803.1,5820.05,5761.16,5752.76,5846.98,5593.72,5731.96,59.43,48.81,69.25
